============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  15 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6227  2 .1212961E+07   1500026E-01  .3286E+04  .2958E+04   .9976367  .0188703  .0660674
T 6228  2 .1197903E+07   1500025E-01  .4680E+04 -.3706E+04   .9982024  .0470457 -.0371315
T 6229  2 .1188852E+07   1500003E-01 -.1475E+04 -.4533E+03   .9981952 -.0600156  .0021309
T 6230  2 .1216224E+07   1500021E-01  .4870E+04 -.5247E+04   .9898774  .0719892 -.1223120
T 6231  2 .1067579E+07   1500002E-01 -.1025E+05 -.4236E+04   .9877815 -.1392624 -.0699545
T 6232  2 .1040990E+07   1500023E-01  .5629E+03 -.6844E+03   .9941834 -.1070981  .0113773
T 6233  2 .1140802E+07   1500013E-01  .6059E+04  .5615E+04   .9942284  .0478375  .0960282
T 6234  2 .1091859E+07   1500026E-01  .1840E+04  .9021E+03   .9999972 -.0001249 -.0023474
T 6235  2 .1074464E+07   1500008E-01  .2933E+04 -.6638E+04   .9820964  .0854125 -.1679031
T 6236  2 .1125608E+07   1500003E-01  .2093E+04  .3521E+04   .9993708  .0260857  .0240305
T 6237  2 .1181583E+07   1500009E-01  .1165E+04 -.1720E+04   .9982217  .0039024 -.0594835
T 6238  2 .1120691E+07   1500005E-01  .5072E+04  .1077E+03   .9996140  .0208491 -.0183641
T 6239  2 .1077558E+07   1500025E-01  .2344E+04  .1978E+04   .9967180 -.0358286  .0725922
T 6240  2 .1157143E+07   1500026E-01  .1218E+04  .2264E+04   .9987281  .0314527  .0394064
T 6241  2 .9851701E+06   1500018E-01  .2032E+05 -.1130E+04   .9512976  .3074132 -.0230213
T 6242  2 .1073307E+07   1500005E-01 -.2100E+04 -.2577E+04   .9859718 -.1418840 -.0879123
T 6243  2 .1127085E+07   1500004E-01 -.1880E+03  .1406E+04   .9959413 -.0897349  .0069682
T 6244  2 .9906767E+06   1500005E-01 -.1370E+03  .7706E+03   .9978484 -.0137122  .0641133
T 6245  2 .1195405E+07   1500001E-01  .3024E+04 -.1994E+04   .9958501  .0763616  .0495118
T 6246  2 .1136121E+07   1500013E-01  .5204E+04  .3029E+04   .9983366  .0548722  .0176913
T 6247  2 .1181841E+07   1500013E-01 -.7176E+03  .2908E+04   .9992495  .0335998  .0192740
T 6248  2 .1258197E+07   1500019E-01 -.4180E+04  .1935E+03   .9959919 -.0768028  .0458412
T 6249  2 .1140377E+07   1500018E-01 -.4012E+04  .3399E+04   .9974236 -.0584173  .0416354
T 6250  2 .1091889E+07   1500018E-01  .6294E+03 -.1542E+04   .9991288  .0054930 -.0413694
T 6251  2 .1203800E+07   1500010E-01 -.2997E+04  .1856E+04   .9991509 -.0192508 -.0364275
T 6252  2 .1181483E+07   1500014E-01  .3357E+04  .1240E+04   .9976106  .0606331  .0331161
T 6253  2 .1070696E+07   1500017E-01  .2788E+03  .1336E+04   .9976556 -.0516111  .0449399
T 6254  2 .1113323E+07   1500024E-01 -.9293E+03  .5561E+04   .9974744  .0111206  .0701515
T 6255  2 .1152134E+07   1500007E-01  .2381E+04 -.3202E+04   .9999459  .0037393 -.0097112
T 6256  2 .1186188E+07   1500025E-01 -.1269E+04 -.5381E+04   .9884698  .0030136 -.1513879
T 6257  2 .1227555E+07   1500003E-01 -.4774E+04  .5621E+04   .9979986 -.0575640  .0261743
T 6258  2 .1132144E+07   1500012E-01 -.1920E+04 -.3857E+04   .9995058 -.0045230 -.0311081
T 6259  2 .1155354E+07   1500025E-01  .1748E+04 -.8095E+03   .9989313  .0313348  .0339749
T 6260  2 .1104268E+07   1500005E-01 -.8543E+03  .1624E+04   .9985264  .0097136  .0533921
T 6261  2 .1149433E+07   1500024E-01  .2244E+04  .1266E+04   .9919347  .1017737  .0755497
T 6262  2 .1119540E+07   1500013E-01  .3296E+04 -.2486E+04   .9968604  .0751428 -.0249585
T 6263  2 .1097318E+07   1500008E-01  .1927E+04  .3539E+04   .9963754  .0817898  .0233779
T 6264  2 .1156306E+07   1500006E-01 -.5398E+04 -.1701E+04   .9983911 -.0555755 -.0112544
T 6265  2 .1250187E+07   1500002E-01  .6827E+03 -.3594E+04   .9992369 -.0085499  .0381120
T 6266  2 .1205214E+07   1500009E-01 -.3061E+04 -.1988E+04   .9974666 -.0710269  .0039386
T 6267  2 .1034566E+07   1500005E-01 -.1729E+04  .2657E+04   .9995412 -.0298605 -.0050822
T 6268  2 .1080471E+07   1500015E-01 -.9539E+03  .6221E+04   .9939069 -.0166112  .1089639
T 6269  2 .1206319E+07   1500012E-01  .2492E+04 -.8770E+03   .9983789  .0557107  .0116586
T 6270  2 .1138310E+07   1500025E-01  .8009E+03  .5295E+04   .9980243  .0234501  .0582888
T 6271  2 .1177620E+07   1500022E-01  .1045E+05  .2355E+04   .9947714  .0980195  .0286714
T 6272  2 .9808286E+06   1500023E-01  .5146E+03  .2386E+04   .9784242 -.1281369  .1620713
T 6273  2 .1106990E+07   1500025E-01  .1672E+04  .6315E+04   .9936026  .0772538  .0823751
T 6274  2 .1013925E+07   1500008E-01  .4671E+04 -.1422E+04   .9981611  .0583219  .0165204
T 6275  2 .1164772E+07   1500005E-01  .1579E+04  .2215E+03   .9992566  .0299584 -.0242638
T 6276  2 .1062268E+07   1500001E-01 -.1557E+04 -.9484E+04   .9967144 -.0140798 -.0797628
T 6277  2 .1211570E+07   1500024E-01 -.1235E+03  .2317E+04   .9990144  .0373884  .0239227
T 6278  2 .1102062E+07   1500015E-01 -.2456E+04 -.3358E+04   .9962316 -.0523684 -.0691384
T 6279  2 .1053205E+07   1500011E-01 -.5378E+03 -.1856E+04   .9940653  .0491014 -.0970737
T 6280  2 .1120626E+07   1500008E-01  .1441E+03 -.1647E+04   .9965377  .0405474 -.0725850
T 6281  2 .1096345E+07   1500021E-01 -.5241E+04 -.2352E+04   .9814313 -.1623867 -.1020935
T 6282  2 .1099945E+07   1500023E-01  .2867E+04 -.2907E+04   .9944154  .1033449 -.0213981
T 6283  2 .1141436E+07   1500012E-01 -.3684E+03  .3287E+04   .9969397 -.0390590  .0677174
T 6284  2 .1132715E+07   1500007E-01 -.9525E+03 -.1981E+04   .9961039 -.0790635  .0390635
T 6285  2 .1040894E+07   1500014E-01  .3716E+04 -.2228E+04   .9982464  .0586833 -.0077763
T 6286  2 .1181012E+07   1500010E-01  .3182E+04 -.6784E+04   .9986199  .0007473 -.0525150
T 6287  2 .1188292E+07   1500022E-01  .1149E+04  .3208E+04   .9971367 -.0187638  .0732555
T 6288  2 .1111144E+07   1500002E-01 -.6469E+04 -.1091E+04   .9973222 -.0730408  .0036640
T 6289  2 .1147095E+07   1500008E-01 -.6561E+04 -.4490E+04   .9839944 -.1770496  .0202127
T 6290  2 .1168974E+07   1500010E-01  .9755E+04 -.5348E+04   .9852856  .1394258 -.0988566
T 6291  2 .1118645E+07   1500017E-01  .2017E+04  .2264E+04   .9973752  .0614676  .0382677
T 6292  2 .1104725E+07   1500022E-01  .5847E+04  .8211E+03   .9987770  .0437990  .0229367
T 6293  2 .1198944E+07   1500024E-01  .3173E+04 -.1420E+04   .9970281  .0762733 -.0108284
T 6294  2 .1218024E+07   1500026E-01  .1051E+04 -.3703E+04   .9973127 -.0114346 -.0723644
T 6295  2 .1045893E+07   1500014E-01  .9245E+04 -.4742E+04   .9811024  .0785169 -.1768423
T 6296  2 .1203255E+07   1500009E-01 -.7000E+02  .2130E+03   .9582507 -.2292548 -.1708738
T 6297  2 .1141958E+07   1500025E-01  .2357E+04 -.9954E+04   .9814789  .0837083 -.1723141
T 6298  2 .1146649E+07   1500002E-01  .4720E+04  .1669E+04   .9956410  .0891452  .0274241
T 6299  2 .1142790E+07   1500025E-01  .1338E+04 -.1105E+04   .9999326  .0115209 -.0014592
T 6300  2 .1157388E+07   1500010E-01 -.8754E+03  .8417E+04   .9943116  .0311739  .1018459
T 6301  2 .9936935E+06   1500011E-01 -.3778E+04 -.2858E+04   .9947185 -.0076625 -.1023546
T 6302  2 .1156892E+07   1500013E-01 -.1214E+04  .1085E+03   .9984171  .0157010 -.0540071
T 6303  2 .9187697E+06   1500024E-01 -.1636E+04 -.1548E+04   .9932718 -.1142141 -.0191408
T 6304  2 .1116789E+07   1500003E-01  .3245E+04 -.3813E+04   .9988545  .0477206  .0035330
T 6305  2 .1189062E+07   1500017E-01  .4696E+03  .2675E+04   .9996712  .0212416  .0143656
T 6306  2 .1097863E+07   1500014E-01  .1312E+03 -.5364E+04   .9997981  .0078304 -.0185048
T 6307  2 .1117318E+07   1500014E-01 -.2803E+04  .9492E+04   .9972964 -.0237239  .0695487
T 6308  2 .1162875E+07   1500002E-01  .9568E+03  .5370E+04   .9998330  .0105673 -.0149083
T 6309  2 .1168233E+07   1500016E-01 -.2697E+04 -.1398E+04   .9821538  .0277410 -.1860224
T 6310  2 .1104600E+07   1500018E-01  .3633E+03 -.3162E+04   .9988771  .0330246 -.0339698
T 6311  2 .1046488E+07   1500012E-01  .5486E+03  .1160E+04   .9955652 -.0275717  .0899424
T 6312  2 .1220754E+07   1500026E-01 -.2789E+03  .1349E+04   .9988357  .0050075  .0479805
T 6313  2 .1216489E+07   1500015E-01 -.3845E+04  .5913E+04   .9926646 -.0546592  .1078391
T 6314  2 .1250906E+07   1500007E-01  .5933E+03  .4176E+04   .9991818  .0323448 -.0242785
T 6315  2 .1289886E+07   1500024E-01  .3965E+02  .2941E+01   .9994541 -.0231011 -.0236207
T 6316  2 .1052193E+07   1500024E-01 -.1004E+05 -.4851E+04   .9812518 -.1808007 -.0667534
T 6317  2 .1186983E+07   1500014E-01  .2800E+04  .4677E+03   .9982835  .0540494  .0225548
T 6318  2 .1017752E+07   1500010E-01 -.2511E+03  .2718E+04   .9996247 -.0116871 -.0247764
T 6319  2 .1063146E+07   1500025E-01 -.1990E+04 -.1708E+04   .9967325  .0805511 -.0059925
T 6320  2 .1057399E+07   1500002E-01  .5433E+02  .6674E+04   .9989446 -.0362006  .0282708
T 6321  2 .1129875E+07   1500022E-01 -.5071E+04  .2629E+04   .9908902 -.0810955  .1075180
T 6322  2 .1150753E+07   1500008E-01  .1266E+04  .4362E+04   .9931439  .0226369  .1146854
T 6323  2 .1166732E+07   1500008E-01  .4426E+04 -.1069E+05   .9915724  .0701627 -.1089095
T 6324  2 .1157047E+07   1500014E-01 -.5458E+03  .3742E+04   .9953031  .0206375  .0945821
T 6325  2 .1018153E+07   1500008E-01  .7276E+04  .3311E+04   .9962127  .0865770  .0080448
T 6326  2 .1218422E+07   1500021E-01 -.9060E+03 -.7270E+03   .9996040 -.0151391  .0237183
T 6327  2 .1075199E+07   1500018E-01  .1582E+04  .8280E+03   .9950120  .0865845  .0495401
T 6328  2 .1287239E+07   1500005E-01  .5649E+04  .2199E+04   .9991501  .0241707  .0333886
T 6329  2 .1081385E+07   1500018E-01 -.3338E+04 -.6931E+03   .9919680 -.1264881 -.0004902
T 6330  2 .1091958E+07   1500007E-01  .7162E+04  .1061E+04   .9922981  .1238705  .0007939
T 6331  2 .1129339E+07   1500002E-01 -.4770E+04 -.1833E+04   .9947985 -.0804135 -.0625268
T 6332  2 .1172001E+07   1500005E-01 -.1401E+04  .1731E+04   .9998423 -.0079291  .0158925
T 6333  2 .1215375E+07   1500019E-01 -.2732E+02  .2446E+04   .9993402  .0188092  .0310703
T 6334  2 .1333301E+07   1500002E-01 -.4069E+04  .1159E+04   .9961889 -.0866759 -.0097402
T 6335  2 .1144366E+07   1500026E-01  .1847E+04 -.2784E+04   .9981304  .0013080 -.0611063
T 6336  2 .1048325E+07   1500017E-01  .2514E+04 -.3244E+04   .9981255  .0367563 -.0489330
T 6337  2 .1197001E+07   1500014E-01  .2363E+04  .4446E+04   .9973689  .0479526  .0543672
T 6338  2 .1190847E+07   1500021E-01 -.2469E+04  .2483E+04   .9995663 -.0252695  .0151238
T 6339  2 .1010837E+07   1500008E-01  .5551E+04  .1956E+04   .9946272  .0967671  .0367809
T 6340  2 .1240660E+07   1500011E-01 -.4333E+02 -.4073E+04   .9979063  .0379113 -.0524001
T 6341  2 .1141863E+07   1500004E-01  .1891E+04  .1786E+04   .9965867  .0687232 -.0457381
T 6342  2 .1240792E+07   1500025E-01  .2352E+04  .1202E+04   .9991997  .0343804  .0204449
T 6343  2 .1110500E+07   1500018E-01 -.4115E+04 -.3045E+04   .9968152 -.0083390 -.0793084
T 6344  2 .1003147E+07   1500015E-01  .8583E+04 -.6654E+04   .9907311  .0726656 -.1147676
T 6345  2 .1149034E+07   1500019E-01  .1246E+04  .3931E+04   .9984784 -.0058222  .0548365
T 6346  2 .1043312E+07   1500026E-01  .2752E+04 -.1149E+04   .9969628  .0773768  .0088378
T 6347  2 .1104926E+07   1500024E-01  .1552E+02 -.3740E+03   .9913089  .0643724  .1147298
T 6348  2 .1186024E+07   1500026E-01 -.1110E+04 -.8813E+03   .9989947 -.0401085  .0200246
T 6349  2 .1087763E+07   1500012E-01  .6396E+03  .1753E+04   .9996106 -.0142419  .0239963
T 6350  2 .1037381E+07   1500004E-01  .3728E+04 -.5438E+04   .9967293  .0267294 -.0762637
T 6351  2 .1149586E+07   1500013E-01 -.1204E+04 -.1238E+04   .9999908 -.0003441  .0042852
T 6352  2 .1007696E+07   1500013E-01  .1015E+04  .2858E+04   .9979555  .0337920  .0542491
T 6353  2 .1170754E+07   1500011E-01  .1334E+04  .3458E+04   .9998812 -.0137636  .0069407
T 6354  2 .1122509E+07   1500009E-01 -.4622E+04  .3322E+04   .9996372 -.0152383  .0222096
T 6355  2 .9828747E+06   1500014E-01  .3490E+04 -.1099E+04   .9972664 -.0158625 -.0721674
T 6356  2 .1124658E+07   1500022E-01 -.3431E+04 -.1519E+04   .9971309 -.0756621 -.0022695
T 6357  2 .1039606E+07   1500024E-01  .6834E+03 -.3227E+03   .9991097 -.0052727 -.0418573
T 6358  2 .1181639E+07   1500022E-01 -.5949E+04 -.7571E+03   .9973460 -.0535876 -.0492882
T 6359  2 .1236769E+07   1500000E-01  .2968E+04  .8871E+03   .9996648 -.0216819  .0141509
T 6360  2 .1217191E+07   1500010E-01  .3799E+04 -.2027E+04   .9998919  .0056275  .0135861
T 6361  2 .1072472E+07   1500025E-01  .6978E+04 -.1446E+04   .9953875  .0884642 -.0371193
T 6362  2 .1178491E+07   1500024E-01  .9783E+04 -.7591E+02   .9943708  .1059326 -.0022295
T 6363  2 .1137486E+07   1500025E-01 -.8806E+04  .1002E+04   .9872109 -.0331211  .1559409
T 6364  2 .1204457E+07   1500017E-01  .3872E+04  .3319E+04   .9951513  .0957718  .0223967
T 6365  2 .1261689E+07   1500001E-01 -.3960E+03 -.3424E+04   .9992928  .0305610 -.0219066
T 6366  2 .1181443E+07   1500016E-01 -.1979E+04  .4257E+04   .9979575 -.0231362  .0595446
T 6367  2 .1221234E+07   1500011E-01 -.8040E+03  .1837E+04   .9936418  .0842639  .0746692
T 6368  2 .1131146E+07   1500016E-01 -.3692E+04  .6064E+04   .9961675 -.0455637  .0746610
T 6369  2 .1071349E+07   1500005E-01 -.5014E+04  .5087E+04   .9947049 -.0949624  .0392983
T 6370  2 .1174822E+07   1500021E-01 -.2515E+04  .2131E+04   .9941464 -.0072495  .1077982
T 6371  2 .1125690E+07   1500016E-01  .4398E+04 -.8784E+04   .9878969  .0346435 -.1511940
T 6372  2 .1090335E+07   1500016E-01 -.2492E+04 -.8812E+03   .9985909 -.0475761  .0235096
T 6373  2 .1202441E+07   1500015E-01 -.6959E+04 -.4363E+04   .9937517 -.0961309 -.0567134
T 6374  2 .1051127E+07   1500010E-01  .7657E+04  .3833E+04   .9869123  .1285344  .0973804
T 6375  2 .1058399E+07   1500022E-01  .4428E+04 -.3571E+04   .9974288  .0316835 -.0642809
T 6376  2 .1102519E+07   1500009E-01  .4222E+04 -.7028E+03   .9939742  .0996992 -.0455565
T 6377  2 .1061218E+07   1500001E-01 -.3785E+04  .8111E+03   .9965166 -.0811213  .0193402
T 6378  2 .1216237E+07   1500014E-01 -.2104E+04 -.4958E+04   .9939997 -.0295623 -.1053126
T 6379  2 .1146554E+07   1500015E-01  .1056E+04  .6130E+03   .9999720  .0003955 -.0074724
T 6380  2 .1086823E+07   1500005E-01 -.1256E+04 -.9561E+03   .9996929 -.0216773 -.0120041
T 6381  2 .1190120E+07   1500016E-01  .4518E+03  .7892E+03   .9972229  .0645393  .0371637
T 6382  2 .1064233E+07   1500017E-01  .3684E+04  .4750E+04   .9975330  .0302446  .0633492
T 6383  2 .1131342E+07   1500001E-01  .8965E+03 -.4374E+03   .9977941 -.0208707 -.0630184
T 6384  2 .1114832E+07   1500018E-01  .2511E+04 -.6775E+04   .9976629 -.0595514 -.0335011
T 6385  2 .1072000E+07   1500017E-01  .1170E+04 -.1146E+04   .9993525 -.0326903  .0150322
T 6386  2 .1261309E+07   1500002E-01 -.3724E+02  .1010E+03   .9988674  .0415737  .0231422
T 6387  2 .1118746E+07   1500023E-01  .2951E+03 -.7289E+04   .9923315 -.0219191 -.1216459
T 6388  2 .1320401E+07   1500014E-01  .2063E+04  .2513E+04   .9990716  .0415957  .0112114
T 6389  2 .1143593E+07   1500020E-01  .1406E+03  .3375E+04   .9992267 -.0283456 -.0272511
T 6390  2 .1096571E+07   1500006E-01  .1674E+04 -.5936E+04   .9918156  .0849034 -.0953587
T 6391  2 .1129070E+07   1500026E-01  .2371E+04  .9792E+03   .9960105  .0751835  .0480683
T 6392  2 .9885263E+06   1500021E-01 -.1848E+04 -.2112E+04   .9353886 -.3383602 -.1027644
T 6393  2 .1048924E+07   1500021E-01 -.7986E+01  .3319E+04   .9988804 -.0047454 -.0470675
T 6394  2 .1099504E+07   1500015E-01  .1420E+04  .4801E+03   .9980766 -.0619652  .0018235
T 6395  2 .1059976E+07   1500018E-01  .5776E+04 -.4400E+04   .9986790  .0491688 -.0149222
T 6396  2 .1160503E+07   1500001E-01 -.4032E+03  .7055E+03   .9991177  .0397149 -.0136563
T 6397  2 .1083048E+07   1500009E-01  .5755E+04 -.5729E+04   .9980844  .0350165 -.0510046
T 6398  2 .1154688E+07   1500011E-01  .3257E+04  .1121E+05   .9938311  .0880645  .0674124
T 6399  2 .1111234E+07   1500011E-01 -.8880E+04  .6539E+04   .9898337 -.1235422  .0704747
T 6400  2 .1120309E+07   1500013E-01 -.4867E+04 -.6323E+04   .9938566 -.0491689 -.0991535
T 6401  2 .1137833E+07   1500020E-01 -.5015E+04 -.1304E+04   .9961152 -.0875004 -.0099081
T 6402  2 .1008003E+07   1500000E-01  .2210E+04 -.8778E+03   .9956713  .0929118  .0024538
T 6403  2 .1252277E+07   1500019E-01 -.2661E+03 -.5182E+04   .9965246  .0078967 -.0829244
T 6404  2 .1096481E+07   1500001E-01 -.3810E+03  .7081E+03   .9988100 -.0404851  .0271933
T 6405  2 .9622997E+06   1500006E-01 -.3539E+04 -.3502E+04   .9978336 -.0157436 -.0638763
T 6406  2 .1134780E+07   1500000E-01  .1073E+05  .2942E+04   .9831362  .1715553  .0633404
T 6407  2 .1068940E+07   1500008E-01  .2955E+04  .4301E+03   .9999673  .0035788 -.0072586
T 6408  2 .1124991E+07   1500015E-01 -.2457E+03  .2276E+04   .9999962  .0011584 -.0025056
T 6409  2 .1251223E+07   1500016E-01 -.1144E+04  .5870E+03   .9999484 -.0025176  .0098461
T 6410  2 .1140734E+07   1500008E-01 -.3420E+04 -.4942E+04   .9608988 -.0881814 -.2624834
T 6411  2 .1216692E+07   1500012E-01 -.2673E+04  .1118E+04   .9859542  .0743345  .1495618
T 6412  2 .1164436E+07   1500012E-01 -.5033E+04  .6596E+03   .9845533 -.1747483  .0108547
T 6413  2 .1095563E+07   1500012E-01  .1142E+05  .7682E+04   .9893178  .1199094  .0828981
T 6414  2 .1097576E+07   1500020E-01  .6255E+04  .3351E+04   .9951069  .0788677  .0595166
T 6415  2 .1175242E+07   1500022E-01 -.1628E+04 -.4380E+02   .9952958 -.0794578 -.0554331
T 6416  2 .1240673E+07   1500022E-01  .9561E+03  .3460E+03   .9999396  .0057385  .0093754
T 6417  2 .1128632E+07   1500025E-01  .2461E+04  .1989E+04   .9898277  .0914331  .1090004
T 6419  2 .1239469E+07   1500021E-01 -.7508E+04  .5558E+04   .9896867 -.1132967  .0876595
T 6421  2 .1168254E+07   1500017E-01  .6586E+02 -.1452E+04   .9980670  .0420523 -.0457583
T 6422  2 .1053693E+07   1500016E-01 -.2169E+04  .5031E+04   .9530153 -.1121336  .2814035
T 6423  2 .1141745E+07   1500023E-01  .6623E+04 -.2274E+04   .9921663  .0841450 -.0923348
T 6424  2 .1166343E+07   1500025E-01 -.2401E+04 -.2472E+04   .9969134 -.0265339 -.0738889
T 6425  2 .1261336E+07   1500022E-01 -.5243E+04 -.1016E+04   .9901610 -.1364721 -.0309276
T 6426  2 .1074112E+07   1500019E-01  .1127E+04 -.3855E+04   .9799865  .1482771 -.1328173
T 6427  2 .1257142E+07   1500010E-01  .1402E+04 -.4382E+04   .9923718  .0825267 -.0915832
T 6428  2 .1078800E+07   1500017E-01 -.4235E+04  .1397E+04   .9982343 -.0214756 -.0553813
T 6429  2 .1191675E+07   1500025E-01  .2694E+04  .2464E+04   .9866438 -.0232080  .1612310
T 6430  2 .1152875E+07   1500009E-01 -.2230E+03  .2856E+04   .9990182 -.0222851  .0382891
T 6431  2 .1063808E+07   1500011E-01 -.4986E+03  .2950E+04   .9986732  .0514071 -.0030201
T 6432  2 .1057230E+07   1500026E-01  .1354E+05 -.6585E+04   .9905740  .1358754 -.0173524
T 6433  2 .1198420E+07   1500006E-01 -.3610E+04 -.1718E+04   .9988213 -.0336909  .0349426
T 6434  2 .1090866E+07   1500025E-01  .5974E+03  .6388E+04   .9947545 -.0638576  .0799107
T 6435  2 .1159678E+07   1500008E-01  .1880E+04  .1859E+04   .9998143 -.0055537  .0184555
T 6436  2 .1048187E+07   1500026E-01 -.1299E+04  .9381E+04   .9986762 -.0066375  .0510084
T 6437  2 .1008462E+07   1500021E-01  .1648E+03 -.1002E+04   .9974906 -.0585686 -.0397779
T 6438  2 .1154884E+07   1500018E-01 -.2207E+04  .7705E+04   .9980584  .0119842  .0611217
T 6439  2 .1131781E+07   1500022E-01 -.2929E+04  .6487E+03   .9994246 -.0034496  .0337422
T 6440  2 .1138494E+07   1500025E-01  .1273E+04 -.1151E+05   .9768093  .0323177 -.2116579
T 6441  2 .1114290E+07   1500026E-01 -.3759E+04 -.7136E+04   .9962359 -.0569639 -.0653394
T 6442  2 .1109873E+07   1500015E-01  .6873E+04 -.9960E+03   .9913374  .1312109  .0058180
T 6443  2 .1075882E+07   1500000E-01 -.2448E+04  .8083E+04   .9960678  .0562216  .0684692
T 6444  2 .1109810E+07   1500012E-01 -.1548E+04 -.4291E+04   .9919230  .0141034 -.1260553
T 6445  2 .1281659E+07   1500008E-01 -.1533E+04 -.3061E+04   .9933227 -.0767170 -.0861657
T 6446  2 .1101488E+07   1500020E-01  .2841E+04 -.3381E+04   .9863508  .1382102 -.0894983
T 6447  2 .1160873E+07   1500024E-01 -.2402E+04 -.8934E+04   .9907033  .1104877 -.0793688
T 6448  2 .1194768E+07   1500014E-01 -.6266E+03  .1671E+04   .9991666  .0364467 -.0183764
T 6449  2 .1114916E+07   1500005E-01 -.5709E+04 -.2756E+04   .9946756 -.0564962  .0861899
T 6450  2 .1214098E+07   1500015E-01  .1352E+04 -.6244E+04   .9983651  .0011803 -.0571470
T 6451  2 .1172502E+07   1500002E-01 -.2608E+04 -.5570E+03   .9990083 -.0444474 -.0026227
T 6452  2 .1208822E+07   1500003E-01  .8108E+04  .1633E+04   .9848386  .1654361  .0521912
T 6453  2 .1049331E+07   1500013E-01 -.5667E+04  .8677E+04   .9900396 -.0728799  .1204583
T 6454  2 .1301550E+07   1500018E-01 -.5005E+04  .1392E+04   .9977694 -.0659009  .0106447
T 6455  2 .1199350E+07   1500014E-01 -.5993E+04  .7670E+03   .9944926 -.1047344  .0038981
T 6456  2 .1096396E+07   1500000E-01  .4888E+03 -.3497E+04   .9937248 -.0385556 -.1049980
T 6457  2 .1052732E+07   1500015E-01  .4057E+03 -.5845E+03   .9160555 -.0895519 -.3909255
T 6458  2 .1102972E+07   1500006E-01 -.1011E+04 -.2460E+04   .9962135 -.0865654  .0080696
T 6459  2 .1236054E+07   1500013E-01 -.3109E+04 -.3680E+04   .9981656 -.0564320 -.0219265
T 6460  2 .1214721E+07   1500002E-01  .3709E+04  .2510E+04   .9926754 -.0346242  .1157441
T 6461  2 .1131846E+07   1500004E-01  .3123E+02 -.2436E+04   .9975829 -.0246580 -.0649642
T 6462  2 .1175737E+07   1500025E-01  .2795E+04 -.1206E+03   .9999093  .0125887 -.0047833
T 6463  2 .1144385E+07   1500015E-01 -.2210E+04 -.4826E+02   .9985738 -.0524891 -.0097611
T 6464  2 .1045164E+07   1500006E-01  .2155E+04  .1557E+04   .9994506 -.0196607  .0266816
T 6465  2 .1016697E+07   1500017E-01 -.2444E+04 -.2544E+03   .9858277 -.1595984  .0516923
T 6466  2 .1022558E+07   1500005E-01  .8314E+01  .3048E+04   .9962993  .0649012  .0563524
T 6467  2 .1171189E+07   1500001E-01  .6966E+03  .3951E+04   .9995212  .0144010  .0273856
T 6468  2 .1022960E+07   1500023E-01  .9669E+02  .1883E+04   .9972858 -.0000281  .0736279
T 6469  2 .1138544E+07   1500014E-01 -.3139E+04  .6131E+04   .9949020 -.0784580  .0633586
T 6470  2 .1094817E+07   1500021E-01 -.1233E+04 -.2185E+04   .9968140  .0544730 -.0582631
T 6471  2 .1137043E+07   1500020E-01 -.1000E+04 -.1367E+04   .9970978 -.0294965 -.0701852
T 6472  2 .1094697E+07   1500024E-01 -.2887E+02 -.3252E+04   .9993064 -.0255441 -.0270971
T 6473  2 .1112736E+07   1500008E-01 -.1152E+04  .2616E+03   .9996733  .0023571  .0254520
T 6474  2 .1042288E+07   1500015E-01  .4326E+04  .1044E+04   .9956939  .0584206  .0719771
T 6475  2 .1203679E+07   1500008E-01 -.8886E+03  .1149E+05   .9839868 -.0181060  .1773195
T 6476  2 .1146694E+07   1500018E-01  .3648E+04 -.4206E+03   .9963112  .0819765 -.0253756
T 6477  2 .1206743E+07   1500018E-01  .1161E+04  .1395E+04   .9986549  .0316357 -.0410809
T 6478  2 .1064510E+07   1500009E-01 -.3359E+04  .2247E+04   .9943295 -.1036426 -.0238149
T 6479  2 .1201548E+07   1500018E-01 -.1010E+04  .3370E+04   .9999446 -.0006480  .0105104
T 6480  2 .1127156E+07   1500005E-01 -.1962E+04  .3075E+04   .9993123 -.0058996 -.0366067
T 6481  2 .1116275E+07   1500007E-01  .9158E+04 -.4395E+02   .9893959  .1409089  .0352197
T 6482  2 .1072983E+07   1500016E-01  .1066E+05  .3614E+04   .9766315  .2092857 -.0488919
T 6483  2 .1033622E+07   1500024E-01  .1567E+04 -.2490E+04   .9983757 -.0422348 -.0382376
T 6484  2 .1183059E+07   1500004E-01 -.3458E+03 -.2696E+03   .9993713  .0353598 -.0025943
T 6485  2 .1228481E+07   1500003E-01 -.2036E+04  .2655E+04   .9998809  .0147506 -.0045314
