============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  15 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3154  2 .1169575E+07   1500019E-01  .2441E+04  .1781E+04   .9939112  .0479466  .0992055
T 3155  2 .1264901E+07   1500006E-01 -.4545E+04 -.1019E+04   .9985953 -.0424068 -.0317652
T 3156  2 .1102768E+07   1500015E-01 -.3953E+04 -.9577E+03   .9980838 -.0602957  .0138980
T 3157  2 .1164243E+07   1500008E-01  .5409E+04  .3839E+03   .9988805  .0352418 -.0315544
T 3158  2 .1093553E+07   1500005E-01 -.1441E+03 -.1655E+03   .9971002 -.0488630  .0583404
T 3159  2 .1144511E+07   1500011E-01 -.1306E+04 -.3264E+03   .9958328 -.0641139 -.0648573
T 3160  2 .1034885E+07   1500020E-01  .7974E+03 -.2325E+04   .9725677  .2321120  .0153624
T 3161  2 .1128330E+07   1500023E-01 -.2085E+04  .2129E+04   .9904771 -.1071815  .0864130
T 3162  2 .1119560E+07   1500020E-01 -.2264E+04 -.5029E+04   .9925443 -.0424005 -.1142719
T 3163  2 .1038825E+07   1500001E-01  .5031E+04 -.5776E+04   .9909142  .0996548 -.0903211
T 3164  2 .1153541E+07   1500024E-01 -.1866E+04 -.3006E+03   .9989247  .0409333  .0217687
T 3165  2 .1027215E+07   1500000E-01 -.1350E+04  .6165E+03   .9928762 -.1169287  .0229020
T 3166  2 .1087272E+07   1500002E-01 -.4064E+03 -.3740E+04   .9953227  .0433116 -.0863529
T 3167  2 .1039647E+07   1500025E-01 -.5448E+03 -.5161E+04   .9955341  .0187609 -.0925191
T 3168  2 .1134009E+07   1500018E-01  .3788E+04  .6789E+04   .9928432  .1067130  .0536162
T 3169  2 .1190591E+07   1500002E-01 -.2095E+04  .1309E+04   .9992624 -.0373320 -.0089979
T 3170  2 .1255022E+07   1500003E-01  .5580E+04  .4822E+04   .9957726  .0303073  .0867089
T 3171  2 .1170955E+07   1500008E-01  .5769E+03 -.1123E+04   .9989734 -.0196174 -.0408322
T 3172  2 .1086222E+07   1500007E-01 -.1932E+04  .3285E+04   .9995105 -.0055534  .0307886
T 3173  2 .1155061E+07   1500010E-01 -.3322E+04 -.1486E+04   .9987516 -.0005394 -.0499496
T 3174  2 .1080209E+07   1500025E-01  .4134E+04  .8433E+03   .9995733  .0160669 -.0243920
T 3175  2 .1134344E+07   1500024E-01 -.5366E+04 -.3953E+04   .9807075 -.1835791 -.0671672
T 3176  2 .1184409E+07   1500021E-01  .2280E+04 -.2275E+04   .9993378 -.0120772 -.0343232
T 3177  2 .1269385E+07   1500018E-01 -.5199E+04 -.3261E+04   .9943969 -.0985866 -.0381520
T 3178  2 .1155110E+07   1500007E-01  .2749E+03  .4159E+04   .9978036 -.0101722  .0654554
T 3179  2 .1193785E+07   1500012E-01 -.4565E+04 -.4864E+04   .9949782 -.0422729 -.0907267
T 3180  2 .1157126E+07   1500024E-01  .5689E+04  .3372E+04   .9950687  .0923167  .0362745
T 3181  2 .1072649E+07   1500024E-01  .5276E+04  .1636E+04   .9959749  .0853002 -.0275310
T 3182  2 .1156099E+07   1500023E-01 -.2393E+04  .3979E+04   .9981323  .0188670  .0581021
T 3183  2 .1065530E+07   1500014E-01 -.1884E+04  .1464E+04   .9950203  .0560991  .0823863
T 3184  2 .1149371E+07   1500005E-01 -.1649E+04  .1704E+04   .9996336 -.0115842  .0244627
T 3185  2 .1168141E+07   1500005E-01  .3688E+04 -.1666E+04   .9977532  .0484268 -.0462958
T 3186  2 .1007876E+07   1500010E-01  .2702E+04  .3061E+04   .9983021  .0097241  .0574320
T 3187  2 .1120105E+07   1500014E-01  .2363E+04  .3199E+04   .9884093  .0370190  .1472298
T 3188  2 .1078538E+07   1500023E-01 -.5806E+04 -.2195E+04   .9942120 -.0745534 -.0773583
T 3189  2 .1091279E+07   1500011E-01 -.8975E+03 -.3178E+03   .9958885  .0324158 -.0845887
T 3190  2 .1081424E+07   1500002E-01 -.1192E+04 -.1325E+04   .9932311 -.1116976 -.0318676
T 3191  2 .1211620E+07   1500013E-01 -.6580E+04  .1851E+04   .9849277 -.1706751 -.0280618
T 3192  2 .1116208E+07   1500016E-01  .2066E+04  .2154E+04   .9966114  .0774816  .0276091
T 3193  2 .1086198E+07   1500024E-01  .4033E+03  .2830E+04   .9994303 -.0170981 -.0290975
T 3194  2 .1238283E+07   1500022E-01 -.3705E+04 -.7577E+01   .9974968 -.0598301 -.0376892
T 3195  2 .1138723E+07   1500026E-01 -.1273E+04 -.1979E+04   .9976365  .0634948  .0262629
T 3196  2 .1192004E+07   1500008E-01  .7173E+04  .1121E+05   .9833441  .1055685  .1479516
T 3197  2 .1104572E+07   1500013E-01  .1909E+04 -.3998E+04   .9968981  .0786699  .0023023
T 3198  2 .1157375E+07   1500012E-01 -.6027E+04  .4706E+03   .9965307 -.0706003 -.0440702
T 3199  2 .1172037E+07   1500008E-01  .2784E+04 -.2453E+04   .9999444 -.0016762 -.0104094
T 3200  2 .1031134E+07   1500013E-01  .8816E+04 -.3586E+04   .9931703  .1157991 -.0142626
T 3201  2 .1176345E+07   1500008E-01 -.2196E+03  .1030E+04   .9980851  .0599632 -.0151858
T 3202  2 .1141446E+07   1500025E-01  .4312E+04  .2777E+04   .9950686  .0745648  .0654104
T 3203  2 .1122265E+07   1500022E-01 -.3328E+04  .7023E+04   .9886058 -.1283080  .0787122
T 3204  2 .1160617E+07   1500018E-01 -.2423E+03  .2265E+04   .9992404  .0375386 -.0104643
T 3205  2 .1097007E+07   1500024E-01 -.4723E+04 -.1728E+04   .9964134 -.0755790 -.0380555
T 3206  2 .1056855E+07   1500017E-01  .2542E+04 -.3380E+04   .9990023 -.0020305  .0446126
T 3207  2 .1041955E+07   1500010E-01  .4192E+04  .8240E+04   .9998672  .0149873  .0063950
T 3208  2 .1175100E+07   1500021E-01  .3702E+04 -.7506E+03   .9983483  .0382194 -.0428951
T 3209  2 .1095365E+07   1500005E-01  .5814E+04 -.2360E+04   .9885649  .1455878 -.0392890
T 3210  2 .1154832E+07   1500022E-01  .4833E+03  .1341E+04   .9982523  .0574284  .0139394
T 3211  2 .1110288E+07   1500025E-01  .8634E+03 -.5338E+04   .9973876 -.0720443 -.0052470
T 3212  2 .1173918E+07   1500020E-01 -.3329E+04  .2042E+04   .9982593 -.0541751  .0233113
T 3213  2 .1283353E+07   1500024E-01  .3469E+03  .2141E+04   .9990031 -.0238918  .0377101
T 3214  2 .1203507E+07   1500021E-01 -.3290E+04 -.7484E+04   .9959018 -.0494526 -.0757233
T 3215  2 .1113393E+07   1500026E-01 -.2313E+04 -.2618E+04   .9957659  .0176102 -.0902225
T 3216  2 .1197766E+07   1500021E-01 -.4923E+03  .8012E+03   .9999530  .0074476 -.0062028
T 3217  2 .1079615E+07   1500009E-01  .1590E+04  .4919E+03   .9940833  .0851279  .0674657
T 3218  2 .1142021E+07   1500015E-01  .4706E+04  .2838E+04   .9951155  .0597976 -.0785459
T 3219  2 .9988206E+06   1500016E-01  .1354E+04 -.9412E+03   .9989255  .0393777  .0244371
T 3220  2 .1111172E+07   1500018E-01  .2559E+04  .4513E+04   .9954369  .0590117  .0749861
T 3221  2 .1149059E+07   1500018E-01  .1268E+04  .1277E+04   .9997262 -.0056842 -.0226980
T 3222  2 .1149126E+07   1500022E-01 -.1379E+04  .1366E+04   .9986065 -.0513876 -.0120118
T 3223  2 .1197864E+07   1500013E-01  .6507E+04 -.1517E+04   .9926227 -.0038506 -.1211832
T 3224  2 .1071473E+07   1500018E-01 -.3284E+04  .3765E+04   .9987137 -.0477896  .0169434
T 3225  2 .1048441E+07   1500011E-01 -.1227E+03  .5298E+04   .9991405 -.0127009  .0394582
T 3226  2 .1012779E+07   1500025E-01 -.1329E+04  .7832E+04   .9588170  .0286363  .2825774
T 3227  2 .1091206E+07   1500016E-01 -.6195E+04 -.5686E+04   .9928352 -.1116498 -.0425753
T 3228  2 .1161714E+07   1500006E-01  .8105E+04  .4065E+04   .9967507  .0782069  .0192780
T 3229  2 .1331073E+07   1500009E-01  .4263E+04 -.6421E+04   .9969024  .0705174 -.0348261
T 3230  2 .1059680E+07   1500025E-01 -.9912E+04  .1283E+04   .9769339 -.2130888  .0139070
T 3231  2 .1122964E+07   1500006E-01  .4266E+04  .4059E+04   .9980984  .0590430  .0177034
T 3232  2 .1143861E+07   1500018E-01 -.5791E+04  .3547E+04   .9900568 -.1406473  .0024372
T 3233  2 .1195834E+07   1500008E-01  .7886E+03 -.4079E+03   .9990525 -.0213446 -.0379280
T 3234  2 .1107563E+07   1500017E-01  .6022E+03  .2286E+04   .9999918 -.0039198 -.0010430
T 3235  2 .1095180E+07   1500019E-01 -.2442E+04 -.9443E+04   .9905233  .0022483 -.1373267
T 3236  2 .1194233E+07   1500019E-01  .3392E+04 -.6581E+04   .9934861  .0911854 -.0683419
T 3237  2 .1076471E+07   1500015E-01  .2844E+04 -.2145E+04   .9964078  .0616143  .0580966
T 3238  2 .1208512E+07   1500015E-01  .3620E+04 -.1792E+04   .9991581  .0036260  .0408658
T 3239  2 .1149045E+07   1500016E-01  .2176E+04 -.3406E+04   .9826609 -.0357839 -.1819260
T 3240  2 .1241224E+07   1500003E-01  .1173E+04  .3898E+04   .9916649  .0183171  .1275350
T 3241  2 .1036852E+07   1500006E-01  .4696E+04 -.5742E+04   .9954034  .0957023  .0036152
T 3242  2 .1162747E+07   1500023E-01 -.2948E+04  .1393E+04   .9999881 -.0028324 -.0039733
T 3243  2 .1199453E+07   1500012E-01 -.2603E+04 -.2316E+04   .9997295 -.0201186 -.0116679
T 3244  2 .1123578E+07   1500001E-01  .1267E+04 -.3005E+03   .9935831  .1112218  .0205525
T 3245  2 .9906930E+06   1500023E-01 -.1407E+05  .2166E+03   .9583895 -.2823084  .0423270
T 3246  2 .1159577E+07   1500006E-01  .3977E+04 -.2719E+04   .9971385  .0469245 -.0592698
T 3247  2 .1087253E+07   1500021E-01 -.3673E+03 -.5439E+04   .9708296 -.0509840 -.2342874
T 3248  2 .1052484E+07   1500012E-01  .8508E+03 -.4107E+04   .9927502  .0613073 -.1033849
T 3249  2 .1166567E+07   1500007E-01  .3034E+04 -.8862E+03   .9975593  .0632437  .0295918
T 3250  2 .1067274E+07   1500019E-01  .1716E+04 -.2660E+04   .9970832  .0761783  .0046773
T 3251  2 .1119615E+07   1500015E-01  .1320E+04 -.2910E+04   .9951401  .0338709  .0924608
T 3252  2 .9527523E+06   1500020E-01 -.3328E+04 -.4640E+04   .9992189  .0220038  .0328238
T 3253  2 .1189793E+07   1500017E-01 -.4218E+04  .1605E+04   .9973370 -.0403819 -.0607302
T 3254  2 .1022063E+07   1500025E-01 -.2667E+04 -.3457E+04   .9972316  .0268368 -.0693459
T 3255  2 .1088735E+07   1500021E-01 -.2981E+04  .5779E+04   .9999830 -.0040219  .0042186
T 3256  2 .1158421E+07   1500006E-01 -.1373E+04 -.1438E+04   .9837269 -.1783441  .0217872
T 3257  2 .1030455E+07   1500023E-01 -.1982E+04 -.9769E+03   .9998177  .0173384 -.0079920
T 3258  2 .1178530E+07   1500003E-01  .6446E+03 -.1008E+04   .9980219  .0512686 -.0363835
T 3259  2 .1177429E+07   1500012E-01 -.6500E+03 -.1871E+04   .9916735 -.1281994 -.0121869
T 3260  2 .9919306E+06   1500000E-01  .4938E+04 -.2304E+04   .9963519  .0851209 -.0061077
T 3261  2 .1173218E+07   1500013E-01 -.2475E+04 -.6831E+03   .9979593 -.0534685  .0349058
T 3262  2 .1219532E+07   1500024E-01 -.1989E+04 -.3761E+04   .9993760  .0132915  .0327246
T 3263  2 .1154074E+07   1500025E-01 -.5287E+04  .4347E+04   .9966005 -.0481417  .0668568
T 3264  2 .1077437E+07   1500004E-01 -.3582E+03 -.3612E+04   .9992195 -.0387607 -.0076177
T 3265  2 .1094813E+07   1500017E-01  .5486E+04  .8626E+04   .8714426  .2649792  .4127637
T 3266  2 .1130113E+07   1500000E-01 -.3020E+04 -.4914E+04   .9821684 -.1381962 -.1274636
T 3267  2 .1115913E+07   1500012E-01 -.6304E+04 -.7265E+04   .9839332 -.1024425 -.1462222
T 3268  2 .1227336E+07   1500005E-01 -.1281E+04  .2540E+03   .9951410  .0644238  .0744584
T 3269  2 .1133387E+07   1500010E-01 -.4292E+04 -.4112E+04   .9852710 -.1085100 -.1321615
T 3270  2 .1006302E+07   1500004E-01 -.3948E+03  .1800E+04   .9988241  .0440599 -.0202274
T 3271  2 .1089638E+07   1500021E-01 -.2389E+04  .4530E+04   .9988061 -.0367362  .0321990
T 3272  2 .1182176E+07   1500020E-01 -.2978E+04 -.2211E+04   .9817677 -.1440287 -.1240477
T 3273  2 .1110334E+07   1500026E-01 -.4404E+04 -.6121E+04   .9973317 -.0634039 -.0361848
T 3274  2 .1323153E+07   1500007E-01  .5111E+04  .1101E+05   .9860830  .0922066  .1383410
T 3275  2 .1114262E+07   1500012E-01  .3624E+04  .4844E+04   .9959107  .0749974  .0503716
T 3276  2 .1101778E+07   1500009E-01  .1371E+04  .1017E+05   .9955000 -.0031268  .0947096
T 3277  2 .1051134E+07   1500019E-01 -.1795E+04  .1203E+04   .9998358 -.0047518  .0174869
T 3278  2 .1180187E+07   1500001E-01  .3782E+04  .2074E+04   .9976710  .0667357  .0141024
T 3279  2 .1114036E+07   1500021E-01  .3245E+04  .9570E+03   .9930026  .1134866 -.0326585
T 3280  2 .1112232E+07   1500001E-01  .1285E+04 -.6543E+03   .9986108  .0299794  .0433334
T 3281  2 .1116969E+07   1500000E-01 -.2857E+03  .1517E+04   .9980083 -.0308140  .0550444
T 3282  2 .1023222E+07   1500023E-01 -.1128E+04  .5589E+03   .9958832 -.0829576 -.0365324
T 3283  2 .1035363E+07   1500010E-01  .1168E+04 -.5040E+04   .9908128  .0293245 -.1320228
T 3284  2 .1156736E+07   1500017E-01  .4446E+04 -.3598E+04   .9987979  .0470673 -.0136914
T 3285  2 .1103404E+07   1500005E-01 -.8313E+04  .4999E+04   .9957188 -.0921193  .0076247
T 3286  2 .1280786E+07   1500012E-01 -.7324E+03  .6258E+04   .9995405  .0048703  .0299178
T 3287  2 .1203450E+07   1500006E-01 -.3112E+03  .2031E+04   .9998159 -.0085312 -.0171874
T 3288  2 .1060502E+07   1500013E-01 -.9240E+04 -.7475E+04   .9938696 -.0705618 -.0851132
T 3289  2 .1083547E+07   1500025E-01  .4040E+04  .3734E+04   .9981323  .0601926  .0104270
T 3290  2 .1115653E+07   1500013E-01  .4056E+04 -.6277E+04   .9892127  .0806076 -.1223137
T 3291  2 .1064237E+07   1500018E-01 -.3771E+04  .2820E+04   .9925860 -.1036951  .0634069
T 3292  2 .1085127E+07   1500009E-01 -.6374E+03  .7120E+03   .9947611  .1017001 -.0103633
T 3293  2 .1161677E+07   1500026E-01  .3917E+04 -.4158E+04   .9974039  .0716805 -.0068832
T 3294  2 .1236312E+07   1500008E-01  .1750E+04  .7175E+03   .9993951  .0347663 -.0009080
T 3295  2 .1100791E+07   1500026E-01 -.3782E+04  .6215E+04   .9839478 -.0342331  .1751421
T 3296  2 .1153955E+07   1500019E-01  .1663E+03 -.1481E+04   .9995149  .0100899  .0294657
T 3297  2 .1089894E+07   1500022E-01  .2747E+04 -.1339E+04   .9951068 -.0074824 -.0985214
T 3298  2 .1147100E+07   1500024E-01  .8320E+03  .3072E+04   .9991039 -.0399764  .0139044
T 3299  2 .1166081E+07   1500004E-01 -.8325E+03  .4948E+04   .9996165  .0233237  .0149257
T 3300  2 .1077362E+07   1500018E-01  .1573E+04  .3271E+04   .9926425 -.0174744  .1198141
T 3301  2 .9702321E+06   1500024E-01  .1447E+05  .1607E+05   .9751136  .1484118  .1647038
T 3302  2 .1099913E+07   1500003E-01 -.1649E+04  .4788E+04   .9989463 -.0396867 -.0230498
T 3303  2 .1049726E+07   1500017E-01 -.1864E+04  .1229E+04   .9992857 -.0273994  .0260245
T 3304  2 .1063050E+07   1500002E-01 -.2087E+04  .5204E+04   .9974607 -.0211352 -.0680113
T 3305  2 .1198267E+07   1500022E-01 -.3879E+04  .2268E+04   .9955138 -.0741597  .0587583
T 3306  2 .1148117E+07   1500000E-01  .2043E+04  .5882E+03   .9995349  .0247649 -.0177965
T 3307  2 .1181510E+07   1500012E-01  .2402E+03 -.2203E+04   .9972542  .0729347  .0128255
T 3308  2 .1169651E+07   1500013E-01  .4306E+03  .1594E+03   .9988900 -.0443344 -.0159108
T 3309  2 .1090735E+07   1500019E-01 -.1112E+05  .8992E+04   .9983353  .0081630  .0570959
T 3310  2 .1097657E+07   1500025E-01 -.2468E+04 -.2742E+04   .9983640 -.0051949  .0569417
T 3311  2 .1109619E+07   1500022E-01  .2208E+04 -.5486E+04   .9992583  .0355845  .0147148
T 3312  2 .1194619E+07   1500006E-01 -.1323E+04 -.2077E+04   .9955863 -.0811101 -.0472127
T 3313  2 .1230490E+07   1500018E-01 -.1906E+04 -.2299E+04   .9992175  .0134819 -.0371824
T 3314  2 .1164981E+07   1500002E-01 -.5675E+04 -.1321E+03   .9913206 -.0629097  .1154373
T 3315  2 .1194679E+07   1500015E-01 -.2487E+04 -.4788E+04   .9980230 -.0049841 -.0626517
T 3316  2 .1081268E+07   1500005E-01 -.4164E+04  .1172E+03   .9990957 -.0261770 -.0335033
T 3317  2 .1181678E+07   1500000E-01  .2292E+04 -.3404E+04   .9910472  .1227803  .0524455
T 3318  2 .1102337E+07   1500012E-01  .1136E+05 -.1746E+04   .9958504  .0744017 -.0524051
T 3319  2 .1107601E+07   1500022E-01  .3700E+04 -.1075E+04   .9960575  .0805387 -.0371892
T 3320  2 .1101700E+07   1500023E-01  .2874E+04 -.3787E+04   .9967692  .0255097 -.0761599
T 3321  2 .1201667E+07   1500004E-01  .5414E+04 -.3208E+04   .9927822  .0841073 -.0854956
T 3322  2 .1225789E+07   1500018E-01  .2973E+04  .6455E+04   .9949515  .0476155  .0883421
T 3323  2 .1148776E+07   1500020E-01 -.2157E+04  .9213E+03   .9942253 -.0570436  .0908955
T 3324  2 .1107270E+07   1500018E-01 -.1212E+04 -.4645E+04   .9956494  .0138888 -.0921380
T 3325  2 .1126995E+07   1500016E-01 -.3574E+04  .7027E+03   .9985140 -.0401053  .0368972
T 3326  2 .1095125E+07   1500006E-01  .2143E+03 -.6707E+04   .9991893  .0018387 -.0402167
T 3327  2 .1163973E+07   1500015E-01 -.2292E+04 -.2487E+04   .9970055 -.0316083  .0705758
T 3328  2 .1203571E+07   1500012E-01  .4010E+04  .2707E+04   .9972471  .0739351  .0056424
T 3329  2 .1192115E+07   1500006E-01 -.3708E+04  .2460E+04   .9998235 -.0170164 -.0079623
T 3330  2 .1168988E+07   1500004E-01 -.9850E+04  .9970E+04   .9930006 -.0632736  .0997305
T 3331  2 .1174518E+07   1500025E-01  .2210E+04 -.2380E+03   .9874532  .1220471 -.1002033
T 3332  2 .1238219E+07   1500011E-01 -.1084E+04 -.3060E+04   .9986676  .0515145  .0030617
T 3333  2 .1050700E+07   1500003E-01 -.3345E+04 -.5694E+03   .9973079  .0708132  .0190357
T 3334  2 .1047509E+07   1500009E-01  .6933E+03 -.6569E+03   .9984736  .0525640 -.0169577
T 3335  2 .9958579E+06   1500002E-01  .6983E+04 -.1705E+03   .9922886  .1066974  .0630792
T 3336  2 .1151933E+07   1500018E-01 -.9131E+04 -.6044E+04   .9932025 -.0890533 -.0749559
T 3337  2 .1220469E+07   1500009E-01 -.4956E+03 -.1784E+04   .9990430  .0342904 -.0271540
T 3338  2 .1230597E+07   1500015E-01  .9527E+03 -.2578E+04   .9959023  .0897794  .0108715
T 3339  2 .1006969E+07   1500002E-01  .5877E+04  .1702E+04   .9991605  .0330892  .0241539
T 3340  2 .1166991E+07   1500020E-01 -.5695E+03  .1180E+04   .9995824 -.0150303  .0246816
T 3341  2 .1083742E+07   1500021E-01  .1282E+05 -.1196E+04   .8948267  .3774212  .2384080
T 3342  2 .1090079E+07   1500021E-01  .1662E+04 -.1058E+04   .9876359  .1465963 -.0555416
T 3343  2 .1044684E+07   1500001E-01 -.2478E+03  .1068E+04   .9958054  .0838676 -.0365766
T 3344  2 .1259336E+07   1500006E-01  .2424E+04  .8355E+03   .9983024 -.0102745  .0573296
T 3345  2 .1235955E+07   1500005E-01  .2695E+04  .2634E+03   .9948964  .0786970 -.0631505
T 3346  2 .1092960E+07   1500007E-01 -.4236E+04  .2509E+04   .9904754 -.1297933  .0459592
T 3347  2 .9958264E+06   1500018E-01  .2375E+04 -.2351E+04   .9997705 -.0194496 -.0089853
T 3348  2 .1154254E+07   1500025E-01  .2572E+04  .6713E+03   .9994601  .0250123 -.0213065
T 3349  2 .1248441E+07   1500001E-01 -.5409E+03 -.5955E+04   .9965917  .0016409 -.0824761
T 3350  2 .1135509E+07   1500017E-01 -.5795E+04 -.8356E+04   .9894641 -.0938468 -.1102429
T 3351  2 .1079131E+07   1500025E-01  .1327E+04  .5557E+04   .9910221  .0402619  .1274919
T 3352  2 .1044106E+07   1500015E-01 -.4359E+04  .4247E+04   .9995997 -.0280925 -.0033466
T 3353  2 .1127449E+07   1500024E-01  .4050E+04 -.1589E+04   .9997224  .0086677  .0219075
T 3354  2 .1206209E+07   1500024E-01  .8229E+03 -.1116E+04   .9986030 -.0416850 -.0324714
T 3355  2 .1179169E+07   1500021E-01 -.4896E+04 -.2490E+04   .9989670 -.0317262 -.0325328
T 3356  2 .9671576E+06   1500016E-01  .6410E+04 -.1252E+04   .9762135  .0556460  .2095490
T 3357  2 .1192167E+07   1500023E-01 -.3200E+04 -.2694E+04   .9995768 -.0099356 -.0273390
T 3358  2 .1122037E+07   1500025E-01 -.1002E+04  .1684E+04   .9962352 -.0713606  .0492256
T 3359  2 .1045081E+07   1500003E-01 -.4403E+02 -.3576E+04   .9996506 -.0155954 -.0213430
T 3360  2 .1187429E+07   1500000E-01  .2522E+04 -.1779E+04   .9972158  .0521440 -.0533072
T 3361  2 .1079024E+07   1500015E-01  .1537E+04 -.4568E+04   .9963468  .0290541 -.0803052
T 3362  2 .1113788E+07   1500020E-01  .1259E+03  .1818E+04   .9989371  .0453018  .0085138
T 3363  2 .1237335E+07   1500016E-01  .5962E+03 -.3680E+04   .9988583 -.0447880 -.0166154
T 3364  2 .1152829E+07   1500013E-01 -.5134E+04  .1986E+04   .9973149 -.0641924  .0352454
T 3365  2 .1031482E+07   1500004E-01 -.8443E+04  .4480E+03   .9753824 -.2190482 -.0254366
T 3366  2 .1003906E+07   1500026E-01  .9646E+02  .2712E+04   .9995183  .0072877  .0301682
T 3367  2 .1106877E+07   1500005E-01  .1402E+04 -.1326E+04   .9975265  .0420401 -.0563332
T 3368  2 .1150466E+07   1500011E-01 -.3008E+04  .5400E+03   .9997070 -.0198731  .0138160
T 3369  2 .1205290E+07   1500009E-01  .6008E+04 -.5624E+04   .9994000  .0015516 -.0345998
T 3370  2 .1172951E+07   1500017E-01  .1050E+04 -.1887E+04   .9995278  .0153919  .0265931
T 3371  2 .1082426E+07   1500009E-01 -.4379E+04 -.2565E+04   .9996390 -.0266065 -.0037351
T 3372  2 .1141402E+07   1500025E-01  .5597E+03  .8512E+03   .9984472 -.0000123 -.0557068
T 3373  2 .1126797E+07   1500004E-01  .3854E+04 -.4668E+04   .9773796 -.1767478 -.1161438
T 3374  2 .1031380E+07   1500018E-01 -.5812E+04  .4181E+04   .9989595 -.0401199  .0216862
T 3375  2 .1018773E+07   1500004E-01  .4481E+04 -.1323E+04   .9910427  .0967275 -.0920774
T 3376  2 .1043368E+07   1500005E-01 -.8590E+02 -.9611E+04   .9792544  .0010740 -.2026319
T 3377  2 .1202843E+07   1500021E-01  .1529E+04  .6609E+03   .9975418 -.0106068 -.0692665
T 3378  2 .1048991E+07   1500013E-01  .3149E+04 -.4523E+04   .9920442  .0247976 -.1234234
T 3379  2 .1151627E+07   1500022E-01  .1072E+04 -.4451E+04   .9762441  .0875089 -.1982161
T 3380  2 .1052793E+07   1500017E-01  .3913E+04 -.2581E+04   .9960546  .0309653 -.0831646
T 3381  2 .1191612E+07   1500006E-01  .1998E+04 -.2716E+04   .9993218 -.0008915 -.0368135
T 3382  2 .1161299E+07   1500014E-01 -.1386E+04  .5438E+04   .9923564 -.0766992  .0966749
T 3383  2 .1150700E+07   1500013E-01  .1410E+03 -.1829E+04   .9992616 -.0383189  .0028029
T 3384  2 .1174329E+07   1500025E-01  .8990E+04  .4777E+04   .9977104 -.0186318  .0650138
T 3385  2 .1135038E+07   1500023E-01  .1854E+04  .4528E+04   .9946103 -.0294772  .0994055
T 3386  2 .1244520E+07   1500018E-01  .3699E+04  .1034E+05   .9853231 -.0296104  .1681122
T 3387  2 .1261042E+07   1500020E-01 -.1699E+04  .1725E+04   .9987839 -.0404009 -.0282580
T 3388  2 .1124288E+07   1500021E-01  .1351E+04  .9808E+03   .9995318 -.0139600  .0272251
T 3389  2 .1260809E+07   1500002E-01  .2529E+04  .3635E+04   .9968653  .0676398  .0410412
T 3390  2 .1213447E+07   1500014E-01 -.3335E+04 -.2038E+04   .9985765 -.0532169 -.0035845
T 3391  2 .1048241E+07   1500009E-01 -.1917E+04 -.1509E+04   .4163471  .8837576  .2136062
